Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
11378,India,Wheat,1994,23796,1083.0,61357.0,24.71
9352,Greece,Potatoes,1995,200585,652.0,6663.0,17.82
19353,Mexico,Wheat,1995,37320,758.0,34468.93,25.01
5798,Canada,Maize,1999,79747,537.0,44293.0,7.75
22677,Pakistan,Sorghum,2006,6156,494.0,6925.13,23.28
18051,Lithuania,Wheat,2011,33919,656.0,2062.34,7.32
19829,Mexico,Potatoes,2004,242399,758.0,26433.14,16.84
18125,Madagascar,"Rice, paddy",1998,20341,1513.0,88.26,20.11
266,Angola,Wheat,1998,17143,1010.0,40.0,24.96
27406,Ukraine,Potatoes,2000,121632,565.0,27343.71,8.82
10730,India,Potatoes,1991,162540,1083.0,72133.0,27.35
19560,Mexico,Maize,1999,24720,758.0,34468.93,20.86
13536,India,Maize,2008,24140,1083.0,14485.33,26.83
11572,India,Cassava,1996,238528,1083.0,56114.0,25.55
2280,Bangladesh,Potatoes,2007,149768,2666.0,10962.31,25.95
15628,Iraq,Wheat,2011,19552,216.0,1795.94,23.44
13199,India,Potatoes,2006,185920,1083.0,37423.0,26.37
368,Angola,Wheat,2012,11258,1010.0,40.0,24.24
14192,India,Wheat,2011,29886,1083.0,55540.0,25.16
15122,Indonesia,Sweet potatoes,2006,105267,2702.0,1597.0,27.21
18693,Mali,Wheat,2011,34378,282.0,3.25,27.79
140,Algeria,"Rice, paddy",1998,15000,89.0,322.84,17.14
12260,India,Wheat,1999,25901,1083.0,46195.0,26.96
3160,Brazil,Potatoes,1996,146506,1761.0,101621.67,17.83
5676,Canada,Maize,1994,73748,537.0,29206.0,4.72
11426,India,Potatoes,1995,162720,1083.0,61257.0,25.86
19319,Mexico,"Rice, paddy",1995,46792,758.0,34468.93,16.68
4105,Brazil,Wheat,2006,15927,1761.0,238716.0,20.6
25788,Sri Lanka,Plantains and others,2004,107185,1712.0,1733.07,26.64
2200,Bangladesh,Wheat,1999,21627,2666.0,2532.0,26.31
26274,Tajikistan,Sorghum,2010,17840,691.0,262.1,8.98
8350,Egypt,"Rice, paddy",2010,94217,51.0,11590.0,23.72
11110,India,"Rice, paddy",1993,28303,1083.0,66388.0,25.92
2076,Bahrain,Potatoes,2008,210000,83.0,10.45,26.96
4731,Brazil,Maize,2013,52536,1761.0,367778.0,21.59
22069,Pakistan,Sweet potatoes,1995,100688,494.0,7681.0,18.68
17237,Kazakhstan,"Rice, paddy",1999,28070,250.0,4720.28,7.09
22054,Pakistan,Soybeans,1995,12021,494.0,7681.0,22.61
17197,Kazakhstan,Maize,1996,16795,250.0,13047.0,5.98
19575,Mexico,"Rice, paddy",1999,47762,758.0,34468.93,16.09
5525,Cameroon,Sweet potatoes,2008,59989,1604.0,882.13,25.42
7335,Dominican Republic,Plantains and others,2006,121998,1410.0,4116.45,27.08
22335,Pakistan,Maize,2000,17086,494.0,27885.0,23.6
13595,India,Sorghum,2008,10209,1083.0,14485.33,26.19
18432,Malaysia,"Rice, paddy",1994,30614,2875.0,39406.48,27.0
24302,Saudi Arabia,Maize,2010,53096,59.0,4684.4,27.37
9248,Ghana,Plantains and others,2004,84670,1187.0,134.25,27.02
11272,India,"Rice, paddy",1994,28645,1083.0,61357.0,25.75
3150,Brazil,Maize,1996,24761,1761.0,101621.67,17.83
17785,Lesotho,Maize,1995,8126,788.0,0.3,14.55
18050,Lithuania,Potatoes,2011,155889,656.0,2062.34,7.32
25113,South Africa,Wheat,2010,25623,495.0,26857.0,19.31
25343,Spain,Wheat,1996,30016,636.0,33236.0,16.72
27022,Turkey,Soybeans,2009,36570,593.0,37651.15,12.75
9785,Guinea,Sorghum,2005,10323,1651.0,351.84,27.66
17539,Kenya,Wheat,2004,24827,630.0,1578.0,16.92
2258,Bangladesh,Soybeans,2005,14148,2666.0,7605.01,26.19
20914,Mozambique,Potatoes,2008,140000,1032.0,890.47,21.76
5001,Burkina Faso,Sorghum,1995,8758,748.0,3.04,28.46
28191,Zimbabwe,Soybeans,2007,17566,657.0,3199.63,20.75
28203,Zimbabwe,Maize,2009,4642,657.0,3269.99,20.52
9290,Ghana,Plantains and others,2010,107868,1187.0,378.97,27.57
10961,India,Sorghum,1992,9820,1083.0,70791.0,26.78
27775,Uruguay,Wheat,1998,28929,1300.0,4239.03,16.77
26896,Turkey,Sorghum,2005,23256,593.0,40332.0,11.24
20711,Morocco,Potatoes,2008,244675,346.0,13697.0,17.8
3521,Brazil,Yams,1999,92000,1761.0,127585.0,21.59
8049,Ecuador,Wheat,2012,7995,2274.0,11469.74,21.86
12946,India,Wheat,2004,27132,1083.0,35113.0,26.25
10026,Haiti,Plantains and others,1996,66453,1440.0,14.44,26.85
12345,India,"Rice, paddy",2000,28508,1083.0,44957.52,27.08
24647,South Africa,"Rice, paddy",1993,21710,495.0,16582.0,21.32
15333,Indonesia,Soybeans,2012,14854,2702.0,1597.0,27.49
25419,Spain,Sorghum,2000,47033,636.0,34597.0,12.2
5247,Burundi,Wheat,2001,8667,1274.0,72.56,21.24
20945,Mozambique,Sweet potatoes,2012,164573,1032.0,766.93,21.92
27280,Uganda,"Rice, paddy",2005,15000,1180.0,88.0,24.29
14343,India,Sweet potatoes,2012,97174,1083.0,52980.0,26.33
20605,Morocco,Soybeans,1999,11200,346.0,13028.29,17.68
14188,India,Wheat,2011,29886,1083.0,55540.0,24.35
7451,Dominican Republic,"Rice, paddy",2013,45123,1410.0,6316.61,26.88
9030,Germany,Soybeans,2001,19584,700.0,33423.49,9.19
23451,Peru,"Rice, paddy",2006,68732,1738.0,12074.5,17.61
21114,Nepal,Soybeans,2006,8909,1500.0,128.73,15.92
25902,Suriname,Plantains and others,1991,257647,2331.0,207.0,26.93
3783,Brazil,Sorghum,2002,18573,1761.0,145552.0,25.18
12255,India,Wheat,1999,25901,1083.0,46195.0,25.97
1073,Australia,"Rice, paddy",1996,63540,534.0,31185.0,20.06
28113,Zimbabwe,Wheat,1996,54999,657.0,2538.0,20.7
8778,France,Potatoes,1994,335302,867.0,89515.0,11.96
4017,Brazil,Yams,2005,92462,1761.0,232232.0,20.78
27743,Uruguay,"Rice, paddy",1994,49158,1300.0,2272.08,17.17
27994,Zambia,Cassava,2006,57917,1020.0,1670.0,21.05
10311,Honduras,Maize,2008,16885,1976.0,5130.42,24.25
4870,Bulgaria,Sorghum,1998,23235,608.0,3133.5,9.16
20585,Morocco,Potatoes,1998,190427,346.0,12621.14,18.21
16503,Japan,Sweet potatoes,1997,243011,1668.0,79821.18,15.89
15839,Italy,Wheat,1999,32434,832.0,81583.0,12.95
3651,Brazil,Maize,2001,34019,1761.0,151523.0,24.99
1981,Azerbaijan,Potatoes,2013,151999,447.0,489.8,14.12
14794,Indonesia,Soybeans,1996,11915,2702.0,1597.0,26.83
11125,India,Sorghum,1993,8981,1083.0,66388.0,26.34
4629,Brazil,Cassava,2012,136118,1761.0,346583.0,26.13
19359,Mexico,Cassava,1996,77192,758.0,34468.93,16.08
23604,Portugal,Potatoes,1991,126513,854.0,9357.0,16.09
4782,Brazil,Soybeans,2013,29285,1761.0,367778.0,17.84
17535,Kenya,"Rice, paddy",2004,37280,630.0,1578.0,16.92
16657,Japan,"Rice, paddy",2001,66354,1668.0,78735.45,15.86
25351,Spain,Potatoes,1997,216815,636.0,34023.0,17.81
26442,Thailand,Cassava,2012,219133,1622.0,69921.0,28.48
13638,India,Sweet potatoes,2008,88943,1083.0,14485.33,24.25
5929,Canada,Soybeans,2005,27082,537.0,36363.0,5.53
14365,India,Wheat,2012,31775,1083.0,52980.0,26.33
26566,Turkey,Soybeans,1991,22222,593.0,24343.0,10.37
8833,France,"Rice, paddy",2004,57098,867.0,76099.0,11.34
23949,Rwanda,Wheat,1990,11811,1212.0,157.0,19.39
18560,Mali,Cassava,1996,90000,282.0,26.51,27.64
3743,Brazil,Maize,2002,30559,1761.0,145552.0,19.09
14427,India,Potatoes,2013,227606,1083.0,45620.0,25.94
16744,Japan,"Rice, paddy",2004,64150,1668.0,64688.88,16.19
14073,India,Potatoes,2011,227240,1083.0,55540.0,26.41
8065,Ecuador,"Rice, paddy",2013,38210,2274.0,6471.77,17.28
18703,Mali,Yams,2012,211794,282.0,1.52,27.39
25507,Spain,Soybeans,2005,24907,636.0,41017.0,16.97
10403,Hungary,Sorghum,1996,19934,589.0,6946.0,9.44
2707,Brazil,Sweet potatoes,1991,101504,1761.0,58349.44,21.43
26259,Tajikistan,Maize,2008,93985,691.0,253.5,8.29
18656,Mali,Sweet potatoes,2007,190602,282.0,7.72,27.94
2074,Bahrain,Potatoes,2006,130000,83.0,12.12,27.15
5155,Burundi,Soybeans,1991,10000,1274.0,92.08,20.97
19376,Mexico,Potatoes,1996,204570,758.0,34468.93,21.08
3175,Brazil,"Rice, paddy",1996,26578,1761.0,101621.67,27.07
24511,Slovenia,Maize,2002,81574,1162.0,1164.1,11.18
21208,Netherlands,Maize,2010,117673,778.0,9586.03,8.84
26217,Tajikistan,Wheat,1999,11486,691.0,601.94,8.74
2403,Belarus,Maize,2001,25917,618.0,8306.31,6.71
20819,Mozambique,Sweet potatoes,1993,64706,1032.0,102.26,22.04
20940,Mozambique,Cassava,2012,107501,1032.0,766.93,21.92
20880,Mozambique,"Rice, paddy",2002,2789,1032.0,17.4,21.96
2149,Bangladesh,Sorghum,1995,9804,2666.0,1702.0,26.09
10725,India,Potatoes,1991,162540,1083.0,72133.0,23.77
27990,Zambia,Sorghum,2005,8588,1020.0,1670.0,21.97
12789,India,Wheat,2002,27621,1083.0,42482.56,26.49
11106,India,"Rice, paddy",1993,28303,1083.0,66388.0,26.32
14838,Indonesia,Cassava,1998,121925,2702.0,1597.0,25.81
9628,Guatemala,Maize,2008,20115,1996.0,18091.67,19.51
22462,Pakistan,Maize,2002,18448,494.0,10881.83,27.2
1870,Azerbaijan,Maize,1992,18740,447.0,148.68,10.93
17746,Lebanon,Potatoes,2009,224868,661.0,1816.0,20.19
10330,Honduras,Plantains and others,2010,108014,1976.0,5736.63,24.49
20565,Morocco,Sweet potatoes,1996,163636,346.0,11806.86,17.75
15433,Iraq,Sorghum,1994,8571,216.0,692.0,20.02
9801,Guinea,Sorghum,2007,10356,1651.0,400.55,27.28
12986,India,Cassava,2005,304978,1083.0,35342.0,26.72
6120,Canada,Soybeans,2013,28810,537.0,81659.8,7.86
23235,Papua New Guinea,Cassava,2002,104167,3142.0,105.0,25.48
8651,Eritrea,Sorghum,2010,1320,383.0,27.63,25.22
6604,Colombia,Sorghum,1994,29611,3240.0,17051.34,22.33
22107,Pakistan,Sorghum,1996,5931,494.0,11955.0,24.43
5764,Canada,Wheat,1997,21285,537.0,38258.2,6.72
1697,Australia,Potatoes,2012,382592,534.0,48687.88,20.08
12009,India,Sorghum,1998,8592,1083.0,49157.0,25.46
3728,Brazil,Yams,2001,90385,1761.0,151523.0,24.99
15455,Iraq,"Rice, paddy",1996,22500,216.0,616.0,20.13
27252,Uganda,Potatoes,2001,69589,1180.0,88.0,23.47
19691,Mexico,Maize,2001,25777,758.0,31373.3,22.6
23334,Peru,"Rice, paddy",1992,49812,1738.0,3134.0,17.96
6681,Colombia,Yams,1998,107832,3240.0,60687.0,27.67
20607,Morocco,Sweet potatoes,1999,133761,346.0,13028.29,17.68
27771,Uruguay,"Rice, paddy",1998,50862,1300.0,4239.03,16.77
24974,South Africa,Wheat,2005,23665,495.0,26857.0,16.29
16381,Japan,Wheat,1994,37182,1668.0,79821.18,16.33
26027,Suriname,Maize,2013,24737,2331.0,537.49,27.17
9936,Guyana,Plantains and others,2007,34707,2387.0,246.5,27.3
28241,Zimbabwe,Wheat,2013,22888,657.0,2550.07,19.76
3748,Brazil,Maize,2002,30559,1761.0,145552.0,19.49
6354,Chile,Potatoes,1996,138900,1522.0,15373.0,6.26
1355,Australia,Maize,2004,56326,534.0,36276.0,20.42
25352,Spain,"Rice, paddy",1997,68295,636.0,34023.0,17.66
1067,Australia,Potatoes,1996,312853,534.0,31185.0,20.06
22403,Pakistan,Maize,2001,17631,494.0,11871.0,23.62
11666,India,Sorghum,1996,9591,1083.0,56114.0,27.01
4093,Brazil,Sweet potatoes,2006,116902,1761.0,238716.0,21.82
4116,Brazil,Yams,2006,92308,1761.0,238716.0,20.6
11578,India,Cassava,1996,238528,1083.0,56114.0,27.01
3197,Brazil,Soybeans,1996,22493,1761.0,101621.67,27.07
2173,Bangladesh,Sorghum,1997,10297,2666.0,2035.0,25.55
17315,Kazakhstan,Wheat,2006,11348,250.0,3926.27,7.65
6948,Croatia,Soybeans,1994,21594,1113.0,3046.67,11.33
25834,Sri Lanka,Cassava,2010,120631,1712.0,1450.54,26.83
11546,India,Wheat,1995,25590,1083.0,61257.0,26.13
4920,Bulgaria,Wheat,2007,21973,608.0,1974.75,10.23
161,Algeria,Sorghum,2002,33900,89.0,816.55,17.85
1736,Australia,Maize,2013,64441,534.0,45177.18,19.98
13642,India,Sweet potatoes,2008,88943,1083.0,14485.33,25.23
22489,Pakistan,Sorghum,2002,5989,494.0,10881.83,27.2
15844,Italy,"Rice, paddy",2000,55810,832.0,79447.0,8.13
26514,Tunisia,Sorghum,2010,4773,207.0,422.24,19.76
20864,Mozambique,Maize,2000,9399,1032.0,34.69,21.51
10693,India,Cassava,1991,218925,1083.0,72133.0,25.55
17665,Latvia,Potatoes,2010,160797,641.0,1027.5,5.67
856,Australia,Potatoes,1991,285359,534.0,17866.0,16.78
15657,Ireland,Wheat,1991,78646,1118.0,2014.0,9.07
24180,Saudi Arabia,Wheat,1993,44886,59.0,994.0,25.42
27231,Uganda,Cassava,1999,130000,1180.0,88.0,23.52
28111,Zimbabwe,Soybeans,1996,18914,657.0,2538.0,20.7
3399,Brazil,Soybeans,1998,23533,1761.0,118930.56,26.08
19511,Mexico,"Rice, paddy",1998,45108,758.0,34468.93,17.07
1519,Australia,Wheat,2007,9173,534.0,32446.25,14.99
3887,Brazil,Soybeans,2004,23005,1761.0,214725.0,17.88
9201,Ghana,Sorghum,1996,11245,1187.0,1575.5,26.61
25312,Spain,"Rice, paddy",1995,60459,636.0,27852.0,17.66
4819,Bulgaria,Maize,1990,28771,608.0,3906.0,9.51
8724,Finland,Wheat,1998,28929,536.0,1164.0,4.71
23646,Portugal,Potatoes,1998,137551,854.0,14389.0,16.4
27723,Uruguay,Sorghum,1991,31718,1300.0,1762.01,16.95
11969,India,Potatoes,1998,146020,1083.0,49157.0,25.87
10204,Honduras,Plantains and others,1995,166370,1976.0,7800.0,24.95
7684,Ecuador,Potatoes,1998,92184,2274.0,21500.0,18.12
23552,Poland,Maize,2001,60683,600.0,8855.0,8.26
21890,Pakistan,Wheat,1992,19910,494.0,5518.0,22.36
14700,Indonesia,Maize,1994,22091,2702.0,1597.0,25.21
10712,India,Maize,1991,13763,1083.0,72133.0,23.77
12380,India,Soybeans,2000,8222,1083.0,44957.52,27.23
9308,Ghana,Yams,2012,155717,1187.0,378.97,26.86
5136,Burkina Faso,"Rice, paddy",2013,21993,748.0,843.0,29.41
6530,Colombia,"Rice, paddy",1990,40618,3240.0,18058.29,22.4
18455,Malaysia,Maize,2000,24074,2875.0,39406.48,27.14
25191,South Africa,Sweet potatoes,2013,29812,495.0,26857.0,21.31
23144,Pakistan,Wheat,2013,27957,494.0,0.92,27.9
22005,Pakistan,Sweet potatoes,1994,99148,494.0,6183.0,26.13
3212,Brazil,Sweet potatoes,1996,86415,1761.0,101621.67,25.45
23855,Romania,Sorghum,1998,16636,637.0,13979.0,11.37
20020,Mexico,Potatoes,2007,270565,758.0,64501.28,19.7
9400,Greece,Maize,2002,99544,652.0,11852.0,18.33
11477,India,Sorghum,1995,8235,1083.0,61257.0,26.62
10956,India,Sorghum,1992,9820,1083.0,70791.0,25.52
7660,Ecuador,"Rice, paddy",1997,35876,2274.0,7612.0,17.82
2103,Bangladesh,Sweet potatoes,1991,96481,2666.0,1287.0,25.85
12689,India,"Rice, paddy",2002,26163,1083.0,42482.56,26.15
5535,Cameroon,Sweet potatoes,2009,54288,1604.0,813.77,25.54
23164,Papua New Guinea,Yams,1991,176230,3142.0,121.0,25.04
8353,Egypt,Soybeans,2010,28453,51.0,11590.0,22.46
23427,Peru,Sweet potatoes,2002,161331,1738.0,8322.88,17.44
27234,Uganda,Potatoes,1999,70156,1180.0,88.0,23.52
7049,Denmark,Maize,2013,59141,703.0,4118.0,8.81
3256,Brazil,Maize,1997,26228,1761.0,110276.11,25.2
9392,Greece,Wheat,2000,26666,652.0,10627.0,18.2
7634,Ecuador,"Rice, paddy",1996,35620,2274.0,2407.0,21.69
951,Australia,"Rice, paddy",1993,76400,534.0,23899.0,17.42
8619,Eritrea,Sorghum,2001,4750,383.0,27.63,24.61
940,Australia,Potatoes,1993,290981,534.0,23899.0,16.71
17402,Kenya,Maize,1990,16591,630.0,3469.0,15.94
25863,Sri Lanka,Sorghum,2013,14227,1712.0,1235.31,27.03
10113,Haiti,Maize,2008,7807,1440.0,27.85,27.08
3569,Brazil,"Rice, paddy",2000,30382,1761.0,140423.0,27.5
19595,Mexico,Soybeans,1999,16366,758.0,34468.93,23.33
16293,Japan,Sweet potatoes,1992,235027,1668.0,79821.18,15.68
4131,Brazil,Cassava,2007,140099,1761.0,304031.0,20.93
1641,Australia,Sweet potatoes,2010,305974,534.0,42169.39,18.0
4236,Brazil,Maize,2008,40800,1761.0,312637.0,21.86
16001,Italy,Sorghum,2012,41979,832.0,61889.0,13.45
14368,India,Wheat,2012,31775,1083.0,52980.0,25.3
27046,Turkey,Sorghum,2010,70968,593.0,38554.69,13.27
12400,India,Sweet potatoes,2000,97421,1083.0,44957.52,26.05
2746,Brazil,Cassava,1992,120019,1761.0,67003.89,27.42
13289,India,Sweet potatoes,2006,86849,1083.0,37423.0,26.13
26099,Switzerland,Potatoes,1995,352941,1537.0,1826.3,7.65
14107,India,"Rice, paddy",2011,35878,1083.0,55540.0,27.02
15779,Italy,Soybeans,1995,37525,832.0,84153.0,12.47
26894,Turkey,"Rice, paddy",2005,70664,593.0,40332.0,17.78
25323,Spain,Wheat,1995,14761,636.0,27852.0,12.99
21560,Niger,Potatoes,1999,101200,151.0,26.0,29.65
25802,Sri Lanka,Cassava,2006,95959,1712.0,1751.75,26.56
14566,Indonesia,Potatoes,1990,141637,2702.0,2432.0,26.79
23268,Papua New Guinea,Sweet potatoes,2007,50435,3142.0,105.0,25.2
4969,Burkina Faso,Sorghum,1991,9092,748.0,29.1,28.4
20518,Morocco,"Rice, paddy",1993,50000,346.0,10585.43,17.11
5812,Canada,Wheat,1999,25971,537.0,44293.0,8.29
1105,Australia,Maize,1997,59403,534.0,34091.0,13.93
25574,Spain,Wheat,2008,32483,636.0,40719.0,16.92
8510,El Salvador,Sorghum,2004,15999,1784.0,2078.01,26.2
22092,Pakistan,Potatoes,1996,134795,494.0,11955.0,22.61
19606,Mexico,Sweet potatoes,1999,193104,758.0,34468.93,20.86
16469,Japan,Wheat,1996,30164,1668.0,79821.18,14.8
22459,Pakistan,Maize,2002,18448,494.0,10881.83,23.83
3597,Brazil,Soybeans,2000,24033,1761.0,140423.0,25.35
3383,Brazil,Sorghum,1998,17768,1761.0,118930.56,20.71
17831,Lesotho,Sorghum,2007,2436,788.0,35.27,14.81
11590,India,Maize,1996,17094,1083.0,56114.0,25.79
8503,El Salvador,Soybeans,2002,21732,1784.0,2388.47,26.12
6455,Chile,"Rice, paddy",2007,50663,1522.0,9830.72,12.31
20694,Morocco,Wheat,2006,20365,346.0,13697.0,18.51
19275,Mexico,Soybeans,1994,18114,758.0,34468.93,22.83
8166,Egypt,Potatoes,1996,202048,51.0,4499.0,21.88
1750,Australia,Sorghum,2013,34419,534.0,45177.18,17.39
13317,India,Wheat,2006,26188,1083.0,37423.0,26.28
19327,Mexico,Sorghum,1995,30385,758.0,34468.93,16.68
26657,Turkey,Potatoes,1995,237707,593.0,27328.0,12.06
6915,Colombia,Yams,2012,109759,3240.0,48727.73,27.56
20042,Mexico,Soybeans,2007,14121,758.0,64501.28,20.17
18220,Madagascar,Potatoes,2011,58963,1513.0,310.36,20.33
22926,Pakistan,Sorghum,2010,6171,494.0,2968.44,25.48
17169,Kazakhstan,Soybeans,1993,11269,250.0,17182.0,5.51
20190,Mexico,Wheat,2009,49688,758.0,61690.08,21.76
20740,Morocco,Potatoes,2010,283502,346.0,13697.0,18.87
24348,Senegal,"Rice, paddy",1992,24065,686.0,384.0,25.09
14989,Indonesia,Maize,2002,30655,2702.0,1597.0,27.4
17652,Latvia,Wheat,2002,33844,641.0,335.31,6.83
9306,Ghana,Sorghum,2012,12129,1187.0,378.97,26.86
23812,Romania,"Rice, paddy",1991,14560,637.0,19898.0,10.55
8147,Egypt,Wheat,1994,50026,51.0,4283.0,21.1
15043,Indonesia,Soybeans,2004,12801,2702.0,1597.0,27.42
26905,Turkey,Wheat,2005,23309,593.0,40332.0,19.44
760,Armenia,Maize,1997,45548,562.0,41.46,9.1
6385,Chile,"Rice, paddy",1999,41508,1522.0,15373.0,13.24
24238,Saudi Arabia,Maize,2001,40612,59.0,3194.48,26.67
25237,Spain,Sweet potatoes,1991,174323,636.0,39147.0,16.58
17349,Kazakhstan,Soybeans,2009,18002,250.0,8716.14,6.77
2772,Brazil,Potatoes,1992,140432,1761.0,67003.89,24.97
19775,Mexico,Sorghum,2002,29859,758.0,16189.88,16.37
25901,Suriname,Maize,1991,22289,2331.0,207.0,26.93
11534,India,Sweet potatoes,1995,80643,1083.0,61257.0,27.03
14587,Indonesia,Cassava,1991,120946,2702.0,3259.0,27.04
10333,Honduras,Sorghum,2010,10442,1976.0,5736.63,24.49
6335,Chile,"Rice, paddy",1994,43834,1522.0,15373.0,13.42
16226,Japan,Maize,1991,24896,1668.0,79821.18,13.32
7250,Dominican Republic,Cassava,2000,65367,1410.0,5082.0,26.37
10994,India,Sweet potatoes,1992,82835,1083.0,70791.0,27.24
14713,Indonesia,"Rice, paddy",1994,43453,2702.0,1597.0,27.12
2248,Bangladesh,Wheat,2004,19527,2666.0,5587.81,26.14
1062,Australia,Maize,1996,57689,534.0,31185.0,11.29
25018,South Africa,Sorghum,2007,25507,495.0,26857.0,15.9
23916,Romania,Soybeans,2009,17465,637.0,6548.7,12.47
2371,Bangladesh,Soybeans,2013,14729,2666.0,15330.16,26.59
17026,Japan,Maize,2011,25797,1668.0,51796.3,15.38
10844,India,Wheat,1991,22814,1083.0,72133.0,23.77
26182,Tajikistan,Maize,1994,18000,691.0,714.0,8.01
19734,Mexico,Sweet potatoes,2001,199853,758.0,31373.3,21.23
7621,Ecuador,Cassava,1996,37845,2274.0,2407.0,17.23
8130,Egypt,Soybeans,1993,27534,51.0,4175.0,21.79
3351,Brazil,Maize,1998,27964,1761.0,118930.56,27.54
10220,Honduras,Cassava,1997,50689,1976.0,6980.0,25.03
2673,Brazil,Potatoes,1991,140264,1761.0,58349.44,25.06
8560,El Salvador,Sweet potatoes,2010,60767,1784.0,3598.59,25.96
18923,Mauritius,Potatoes,2001,209884,2041.0,603.16,24.49
27880,Zambia,Sweet potatoes,1990,54000,1020.0,1080.0,21.43
10638,India,Sweet potatoes,1990,79663,1083.0,75000.0,25.25
24576,South Africa,Sweet potatoes,1990,35872,495.0,16582.0,15.56
13574,India,"Rice, paddy",2008,32509,1083.0,14485.33,25.68
5662,Canada,Soybeans,1993,26005,537.0,29296.5,6.48
8048,Ecuador,Sweet potatoes,2012,19575,2274.0,11469.74,22.16
25733,Sri Lanka,Potatoes,1996,127136,1712.0,1654.41,26.38
22085,Pakistan,Maize,1996,15884,494.0,11955.0,24.43
11532,India,Sweet potatoes,1995,80643,1083.0,61257.0,24.64
27788,Uruguay,Sweet potatoes,2000,100000,1300.0,3650.08,16.95
3488,Brazil,Soybeans,1999,23724,1761.0,127585.0,21.59
10503,India,Cassava,1990,205381,1083.0,75000.0,26.88
14728,Indonesia,Sweet potatoes,1994,93583,2702.0,1597.0,26.56
5668,Canada,Wheat,1993,22027,537.0,29296.5,6.48
24467,Senegal,Potatoes,2013,225885,686.0,722.53,24.7
20369,Mexico,Sweet potatoes,2012,175168,758.0,64512.22,25.5
4911,Bulgaria,"Rice, paddy",2006,44080,608.0,2103.5,9.08
9367,Greece,"Rice, paddy",1997,74739,652.0,9223.0,17.35
24700,South Africa,Potatoes,1995,257634,495.0,18025.0,15.77
20237,Mexico,Soybeans,2010,10925,758.0,63402.29,16.19
28012,Zambia,Potatoes,2008,101051,1020.0,1670.0,20.66
12373,India,Soybeans,2000,8222,1083.0,44957.52,27.44
18446,Malaysia,Cassava,1998,141667,2875.0,39406.48,27.89
8068,Ecuador,Sorghum,2013,15608,2274.0,6471.77,17.28
86,Albania,Wheat,2010,39905,1485.0,1311.17,16.52
2780,Brazil,"Rice, paddy",1992,21349,1761.0,67003.89,18.72
25418,Spain,Sorghum,2000,47033,636.0,34597.0,17.15
14458,India,"Rice, paddy",2013,36070,1083.0,45620.0,25.98
15344,Indonesia,Cassava,2013,224601,2702.0,1597.0,27.88
18574,Mali,Soybeans,1997,16010,282.0,24.28,27.38
13189,India,Potatoes,2006,185920,1083.0,37423.0,24.72
21312,Nicaragua,Cassava,1990,110417,2280.0,575.0,27.03
27093,Turkey,Maize,2012,73884,593.0,42610.59,14.97
17136,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,13.91
14242,India,Potatoes,2012,217530,1083.0,52980.0,25.86
10915,India,Potatoes,1992,160294,1083.0,70791.0,26.37
18344,Malawi,Potatoes,2005,90371,1181.0,295.51,21.37
13204,India,Potatoes,2006,185920,1083.0,37423.0,24.98
14841,Indonesia,Cassava,1998,121925,2702.0,1597.0,27.77
4242,Brazil,Maize,2008,40800,1761.0,312637.0,26.94
3048,Brazil,Maize,1995,26005,1761.0,92967.22,22.07
17456,Kenya,Sorghum,1995,5984,630.0,4607.0,16.52
12629,India,Cassava,2002,272746,1083.0,42482.56,26.06
8823,France,Soybeans,2001,25617,867.0,99694.0,11.37
15743,Italy,Maize,1993,86612,832.0,89282.2,12.71
14337,India,Sweet potatoes,2012,97174,1083.0,52980.0,26.94
25029,South Africa,Wheat,2007,30142,495.0,26857.0,18.98
4196,Brazil,Sweet potatoes,2007,120680,1761.0,304031.0,27.92
27401,Ukraine,"Rice, paddy",1999,29041,565.0,32272.25,8.97
8347,Egypt,Potatoes,2010,259211,51.0,11590.0,22.46
1551,Australia,Soybeans,2008,23289,534.0,42935.38,17.32
10406,Hungary,Maize,1997,64480,589.0,4445.0,9.89
13586,India,Sorghum,2008,10209,1083.0,14485.33,25.35
20275,Mexico,Potatoes,2011,262734,758.0,65961.1,23.55
9132,Germany,Soybeans,2011,15000,700.0,43754.35,9.73
11322,India,Soybeans,1994,9106,1083.0,61357.0,25.87
21140,Nepal,Wheat,2011,22747,1500.0,342.92,15.12
21814,Pakistan,Sweet potatoes,1991,101190,494.0,5962.0,26.34
11158,India,Soybeans,1993,10857,1083.0,66388.0,24.74
5355,Cameroon,Sweet potatoes,1990,78150,1604.0,450.01,25.08
14964,Indonesia,"Rice, paddy",2001,43879,2702.0,1597.0,25.43
164,Algeria,Potatoes,2004,203585,89.0,3747.86,17.38
12234,India,Sweet potatoes,1999,85744,1083.0,46195.0,25.1
7407,Dominican Republic,Sweet potatoes,2010,81343,1410.0,6316.61,27.01
22417,Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,27.28
2022,Bahamas,Cassava,2005,106816,1292.0,315.74,25.43
21936,Pakistan,Sweet potatoes,1993,98171,494.0,4945.0,25.04
8047,Ecuador,Sweet potatoes,2012,19575,2274.0,11469.74,17.46
3081,Brazil,Sorghum,1995,17981,1761.0,92967.22,22.07
8258,Egypt,Sweet potatoes,2002,276970,51.0,5147.0,22.41
